property_type,location,size_sqm,year,month,bedrooms,bathrooms,usd_rate,iron_price,cement_price,usd_lag_3,iron_lag_3,cement_lag_3,seasonality_factor,base_price,economic_factor,price_egp
Studio,North Coast,383,2021,9,1,1,26.02,23322.94,2130.31,25.59,22275.83,2071.0,1.2,6894000.0,1.6,13384074.59
Villa,North Coast,206,2021,9,5,6,25.45,22766.04,2159.65,25.35,22087.62,2092.02,1.2,7416000.0,1.59,13771203.65
Studio,Sheikh Zayed,366,2021,9,1,1,25.24,23014.44,1968.63,26.2,22161.46,2123.92,1.0,5599800.0,1.58,8614942.09
Villa,New Cairo,216,2021,9,5,5,25.06,22172.41,2057.03,26.02,23322.94,2130.31,1.0,6998400.0,1.58,10006340.15
Villa,Sheikh Zayed,332,2021,9,7,8,25.1,22178.77,2005.47,25.45,22766.04,2159.65,1.0,10159200.0,1.57,14818337.01
Villa,North Coast,353,2021,9,7,7,25.45,22894.31,2036.07,25.24,23014.44,1968.63,1.2,12708000.0,1.59,25177134.02
Villa,Cairo,376,2021,9,7,7,24.65,22770.76,1985.0,25.06,22172.41,2057.03,1.0,8121600.0,1.57,12248370.07
Studio,Sheikh Zayed,390,2021,9,1,1,25.48,23232.73,2059.43,25.1,22178.77,2005.47,1.0,5967000.0,1.59,9378225.62
Studio,New Cairo,273,2021,9,1,1,25.89,22386.95,2150.59,25.45,22894.31,2036.07,1.0,4422600.0,1.59,7403283.22
Studio,New Cairo,225,2021,9,1,1,25.21,23078.4,2041.63,24.65,22770.76,1985.0,1.0,3645000.0,1.58,5713387.69
Apartment,Sheikh Zayed,83,2021,9,1,1,25.48,23494.31,2091.53,25.48,23232.73,2059.43,1.0,1411000.0,1.59,2126192.72
Apartment,6th October,251,2021,9,5,5,25.65,23037.78,2127.52,25.89,22386.95,2150.59,1.0,3514000.0,1.59,5654615.92
Apartment,Sheikh Zayed,310,2021,9,5,4,25.75,23451.96,2044.73,25.21,23078.4,2041.63,1.0,5270000.0,1.59,8907648.54
Apartment,6th October,254,2021,9,5,4,25.41,22965.7,2030.52,25.48,23494.31,2091.53,1.0,3556000.0,1.59,5749532.24
Villa,Sheikh Zayed,316,2021,9,7,8,26.39,22635.45,2119.63,25.65,23037.78,2127.52,1.0,9669600.0,1.6,15188787.47
Apartment,North Coast,63,2021,9,1,1,25.52,23225.93,1985.8,25.75,23451.96,2044.73,1.2,1260000.0,1.59,2219494.97
Apartment,Sheikh Zayed,64,2021,9,1,1,24.86,22621.7,2143.23,25.41,22965.7,2030.52,1.0,1088000.0,1.58,1634641.24
Apartment,6th October,73,2021,9,2,2,25.33,22155.51,2066.84,26.39,22635.45,2119.63,1.0,1022000.0,1.58,1756842.0
Apartment,Cairo,234,2021,9,5,5,26.18,22804.55,2136.83,25.52,23225.93,1985.8,1.0,2808000.0,1.6,4727140.79
Villa,North Coast,90,2021,9,3,4,26.14,23277.18,2097.32,24.86,22621.7,2143.23,1.2,3240000.0,1.6,5704307.83
Apartment,Cairo,61,2021,9,1,1,24.68,23536.71,2065.61,25.33,22155.51,2066.84,1.0,732000.0,1.59,1045747.26
Villa,New Cairo,398,2021,9,7,7,25.39,23595.46,2060.84,26.18,22804.55,2136.83,1.0,12895200.0,1.59,19207439.39
Apartment,North Coast,352,2021,9,5,4,25.28,21640.25,2091.93,26.14,23277.18,2097.32,1.2,7040000.0,1.57,14475818.57
Apartment,Sheikh Zayed,86,2021,9,2,1,25.94,22969.19,2161.71,24.68,23536.71,2065.61,1.0,1462000.0,1.6,2372416.56
Apartment,Sheikh Zayed,172,2021,9,3,2,24.98,23235.81,1939.04,25.39,23595.46,2060.84,1.0,2924000.0,1.58,4930150.51
Studio,Sheikh Zayed,298,2021,9,1,1,26.34,22966.18,2150.11,25.28,21640.25,2091.93,1.0,4559400.0,1.6,7246690.9
Studio,New Cairo,261,2021,9,1,1,24.83,22159.91,2014.78,25.94,22969.19,2161.71,1.0,4228200.0,1.57,7074586.76
Villa,New Cairo,146,2021,10,3,3,25.49,22477.62,2019.46,24.98,23235.81,1939.04,1.0,4730400.0,1.58,6780280.33
Villa,Sheikh Zayed,312,2021,10,7,8,24.97,22905.23,1976.1,26.34,22966.18,2150.11,1.0,9547200.0,1.58,14840406.46
Apartment,Sheikh Zayed,219,2021,10,3,3,25.9,23142.46,2099.9,24.83,22159.91,2014.78,1.0,3723000.0,1.6,5794351.07
Villa,Sheikh Zayed,79,2021,10,3,3,24.55,22539.98,2041.45,25.49,22477.62,2019.46,1.0,2417400.0,1.57,4168637.51
Apartment,New Cairo,132,2021,10,2,1,25.49,22648.85,2043.43,24.97,22905.23,1976.1,1.0,2376000.0,1.58,3612492.9
Villa,North Coast,131,2021,10,4,5,25.49,23618.82,2011.51,25.9,23142.46,2099.9,1.0,4716000.0,1.59,7381484.45
Apartment,Cairo,107,2021,10,1,1,25.14,22413.3,2062.73,24.55,22539.98,2041.45,1.0,1284000.0,1.58,2131930.39
Apartment,6th October,128,2021,10,2,2,26.2,23540.61,2113.54,25.49,22648.85,2043.43,1.0,1792000.0,1.6,3091486.51
Villa,North Coast,159,2021,10,4,5,26.45,22185.96,2152.46,25.49,23618.82,2011.51,1.0,5724000.0,1.59,9814303.14
Apartment,North Coast,375,2021,10,5,4,25.4,22680.26,2104.3,25.14,22413.3,2062.73,1.0,7500000.0,1.59,11644064.59
Apartment,Sheikh Zayed,286,2021,10,4,4,25.67,22599.37,2141.66,26.2,23540.61,2113.54,1.0,4862000.0,1.59,8422845.28
Apartment,Cairo,111,2021,10,3,3,25.3,22701.31,2098.67,26.45,22185.96,2152.46,1.0,1332000.0,1.58,2175955.87
Apartment,North Coast,98,2021,10,1,1,24.98,21678.33,1967.41,25.4,22680.26,2104.3,1.0,1960000.0,1.56,3282728.3
Villa,Sheikh Zayed,322,2021,10,7,7,25.06,23346.17,2052.39,25.67,22599.37,2141.66,1.0,9853200.0,1.59,16966459.52
Apartment,Sheikh Zayed,238,2021,10,3,3,25.07,22620.62,2103.72,25.3,22701.31,2098.67,1.0,4046000.0,1.58,6060258.8
Apartment,Sheikh Zayed,366,2021,10,5,4,26.25,24248.96,2154.83,24.98,21678.33,1967.41,1.0,6222000.0,1.61,10032714.1
Apartment,New Cairo,379,2021,10,5,4,25.84,23313.65,2213.64,25.06,23346.17,2052.39,1.0,6822000.0,1.6,11122474.56
Apartment,Cairo,241,2021,10,5,4,25.16,22710.18,2102.23,25.07,22620.62,2103.72,1.0,2892000.0,1.58,4857304.7
Villa,Sheikh Zayed,181,2021,10,5,5,25.2,22610.07,1992.87,26.25,24248.96,2154.83,1.0,5538600.0,1.58,8565984.45
Apartment,New Cairo,126,2021,10,3,2,25.14,22903.03,1978.06,25.84,23313.65,2213.64,1.0,2268000.0,1.58,3374529.72
Apartment,Cairo,122,2021,10,3,3,24.7,22731.42,2038.03,25.16,22710.18,2102.23,1.0,1464000.0,1.58,2419909.4
Apartment,New Cairo,136,2021,10,3,2,25.91,23206.06,2102.92,25.2,22610.07,1992.87,1.0,2448000.0,1.6,3979862.7
Apartment,Cairo,269,2021,10,5,4,25.59,23925.77,2052.0,25.14,22903.03,1978.06,1.0,3228000.0,1.6,5568355.42
Villa,Sheikh Zayed,151,2021,10,4,5,26.51,23834.15,2163.95,24.7,22731.42,2038.03,1.0,4620600.0,1.61,7677674.93
Villa,Cairo,367,2021,10,7,8,24.62,21992.74,1905.2,25.91,23206.06,2102.92,1.0,7927200.0,1.56,11181215.71
Apartment,Sheikh Zayed,372,2021,10,5,4,26.09,22647.19,2081.21,25.59,23925.77,2052.0,1.0,6324000.0,1.59,11003382.99
Apartment,Cairo,134,2021,10,3,2,26.14,23289.69,1992.68,26.51,23834.15,2163.95,1.0,1608000.0,1.59,2610712.25
Apartment,Sheikh Zayed,179,2021,10,4,3,26.21,23196.4,2072.71,24.62,21992.74,1905.2,1.0,3043000.0,1.6,4954908.38
Studio,North Coast,296,2021,10,1,1,25.8,23038.62,2072.58,26.09,22647.19,2081.21,1.0,5328000.0,1.59,9176481.2
Villa,North Coast,290,2021,10,6,7,26.14,22259.58,2159.63,26.14,23289.69,1992.68,1.0,10440000.0,1.59,17164899.21
Apartment,Cairo,67,2021,10,2,1,25.84,23364.13,2030.75,26.21,23196.4,2072.71,1.0,804000.0,1.59,1275913.63
Villa,North Coast,144,2021,10,3,3,25.31,22470.11,2058.85,25.8,23038.62,2072.58,1.0,5184000.0,1.58,7551128.27
Apartment,6th October,223,2021,10,3,2,25.49,23858.81,2048.37,26.14,22259.58,2159.63,1.0,3122000.0,1.6,5443041.86
Villa,Sheikh Zayed,292,2021,10,7,7,25.48,22858.54,2068.01,25.84,23364.13,2030.75,1.0,8935200.0,1.59,12983154.19
Villa,Cairo,102,2021,10,3,3,26.28,23085.8,2094.69,25.31,22470.11,2058.85,1.0,2203200.0,1.6,3289404.64
Apartment,Cairo,95,2021,10,1,1,26.34,23417.93,2104.51,25.49,23858.81,2048.37,1.0,1140000.0,1.6,1944014.17
Apartment,North Coast,85,2021,10,2,2,26.12,22729.28,2073.18,25.48,22858.54,2068.01,1.0,1700000.0,1.59,2701383.75
Apartment,6th October,313,2021,10,5,4,25.74,23709.34,2105.62,26.28,23085.8,2094.69,1.0,4382000.0,1.6,6559239.21
Apartment,Cairo,193,2021,10,4,4,24.69,23531.06,2089.48,26.34,23417.93,2104.51,1.0,2316000.0,1.59,3517540.83
Apartment,6th October,359,2021,10,5,4,26.13,23431.79,2108.68,26.12,22729.28,2073.18,1.0,5026000.0,1.6,8842042.65
Villa,Cairo,95,2021,10,3,4,26.11,23391.03,2206.16,25.74,23709.34,2105.62,1.0,2052000.0,1.61,3349567.9
Villa,Cairo,341,2021,10,7,7,25.87,22641.38,2097.45,24.69,23531.06,2089.48,1.0,7365600.0,1.59,11480788.46
Villa,New Cairo,112,2021,10,4,4,25.97,22981.47,2138.89,26.13,23431.79,2108.68,1.0,3628800.0,1.6,6229198.44
Apartment,New Cairo,359,2021,10,5,4,25.33,22937.19,2028.52,26.11,23391.03,2206.16,1.0,6462000.0,1.58,10194883.79
Studio,6th October,334,2021,10,1,1,25.57,22209.95,2072.66,25.87,22641.38,2097.45,1.0,4208400.0,1.58,6399583.38
Villa,Cairo,368,2021,10,7,8,25.33,23455.79,2051.16,25.97,22981.47,2138.89,1.0,7948800.0,1.59,11793199.66
Apartment,North Coast,121,2021,10,1,1,25.67,22067.92,2022.38,25.33,22937.19,2028.52,1.0,2420000.0,1.58,4006747.12
Apartment,New Cairo,396,2021,10,5,4,26.19,22060.7,2071.1,25.57,22209.95,2072.66,1.0,7128000.0,1.59,11523058.93
Apartment,North Coast,393,2021,10,5,4,25.98,23859.28,2116.64,25.33,23455.79,2051.16,1.0,7860000.0,1.6,11580852.56
Studio,Cairo,201,2021,10,1,1,25.24,23008.24,2126.09,25.67,22067.92,2022.38,1.0,2170800.0,1.59,3512102.12
Apartment,Sheikh Zayed,203,2021,10,4,4,26.68,22868.33,2162.08,26.19,22060.7,2071.1,1.0,3451000.0,1.6,5157061.7
Villa,Cairo,225,2021,10,5,6,25.85,23005.16,2109.54,25.98,23859.28,2116.64,1.0,4860000.0,1.59,8493594.51
Apartment,Cairo,333,2021,10,5,4,25.43,22835.51,2028.86,25.24,23008.24,2126.09,1.0,3996000.0,1.58,6026033.92
Apartment,Sheikh Zayed,394,2021,10,5,4,25.63,22864.33,2105.55,26.68,22868.33,2162.08,1.0,6698000.0,1.59,11068548.02
Villa,Sheikh Zayed,243,2021,10,5,5,25.5,22234.65,2043.5,25.85,23005.16,2109.54,1.0,7435800.0,1.58,12111754.08
Apartment,6th October,342,2021,10,5,4,25.9,23106.48,2036.24,25.43,22835.51,2028.86,1.0,4788000.0,1.59,7913452.97
Apartment,Sheikh Zayed,338,2021,10,5,5,25.13,23145.48,2011.37,25.63,22864.33,2105.55,1.0,5746000.0,1.58,8970205.97
Apartment,6th October,171,2021,10,3,2,25.94,22106.24,2090.96,25.5,22234.65,2043.5,1.0,2394000.0,1.59,3471455.52
Villa,North Coast,66,2021,10,3,4,26.22,22865.87,2083.8,25.9,23106.48,2036.24,1.0,2376000.0,1.6,4153562.81
Apartment,Cairo,396,2021,10,5,4,26.13,22484.61,2120.87,25.13,23145.48,2011.37,1.0,4752000.0,1.59,7099289.54
Apartment,Sheikh Zayed,133,2021,10,3,3,25.94,22586.49,2077.93,25.94,22106.24,2090.96,1.0,2261000.0,1.59,3786835.18
Apartment,6th October,378,2021,10,5,4,26.1,23237.17,2118.68,26.22,22865.87,2083.8,1.0,5292000.0,1.6,7849840.39
Villa,6th October,397,2021,10,7,8,26.01,22356.06,2084.86,26.13,22484.61,2120.87,1.0,10004400.0,1.59,15190663.87
Apartment,North Coast,179,2021,10,4,4,26.34,24037.84,2114.54,25.94,22586.49,2077.93,1.0,3580000.0,1.61,5831019.35
Studio,New Cairo,201,2021,10,1,1,25.7,22884.82,2035.97,26.1,23237.17,2118.68,1.0,3256200.0,1.59,5080234.73
Villa,6th October,131,2021,10,4,4,25.37,22490.23,2140.12,26.01,22356.06,2084.86,1.0,3301200.0,1.59,5714061.7
Apartment,Sheikh Zayed,134,2021,10,3,3,26.01,22057.28,2019.01,26.34,24037.84,2114.54,1.0,2278000.0,1.58,3853496.27
Apartment,Sheikh Zayed,227,2021,11,5,5,26.37,23257.89,2243.17,25.7,22884.82,2035.97,1.0,3859000.0,1.61,6730729.75
Apartment,New Cairo,205,2021,11,3,2,25.64,22847.98,2105.73,25.37,22490.23,2140.12,1.0,3690000.0,1.59,6032853.58
Villa,North Coast,233,2021,11,6,7,26.64,22657.07,2053.81,26.01,22057.28,2019.01,1.0,8388000.0,1.6,12631879.69
Villa,North Coast,286,2021,11,6,7,26.03,22521.35,2106.69,26.37,23257.89,2243.17,1.0,10296000.0,1.59,16440468.1
Villa,Sheikh Zayed,129,2021,11,4,5,26.31,24016.62,2126.73,25.64,22847.98,2105.73,1.0,3947400.0,1.61,6691261.73
Apartment,Sheikh Zayed,375,2021,11,5,4,25.27,22440.65,2138.19,26.64,22657.07,2053.81,1.0,6375000.0,1.58,9219064.59
Villa,North Coast,170,2021,11,4,4,26.25,23147.61,2045.13,26.03,22521.35,2106.69,1.0,6120000.0,1.6,10478492.25
Apartment,Sheikh Zayed,287,2021,11,5,5,26.09,23323.42,2037.32,26.31,24016.62,2126.73,1.0,4879000.0,1.6,7991646.14
Villa,Cairo,308,2021,11,7,8,26.92,23382.89,2163.24,25.27,22440.65,2138.19,1.0,6652800.0,1.61,11198218.62
Apartment,Sheikh Zayed,313,2021,11,5,4,26.13,23739.6,2115.96,26.25,23147.61,2045.13,1.0,5321000.0,1.6,8869051.95
Villa,New Cairo,205,2021,11,6,7,26.2,22733.56,2183.31,26.09,23323.42,2037.32,1.0,6642000.0,1.6,11355622.98
Apartment,North Coast,252,2021,11,5,4,25.47,22520.2,2023.39,26.92,23382.89,2163.24,1.0,5040000.0,1.58,7311037.77
Apartment,Sheikh Zayed,80,2021,11,1,1,26.04,22813.55,2047.92,26.13,23739.6,2115.96,1.0,1360000.0,1.59,2110442.54
Apartment,Sheikh Zayed,342,2021,11,5,4,26.46,22831.55,2216.35,26.2,22733.56,2183.31,1.0,5814000.0,1.6,9328802.92
Apartment,Cairo,263,2021,11,5,4,25.71,22418.36,2083.46,25.47,22520.2,2023.39,1.0,3156000.0,1.59,5050481.33
Villa,Sheikh Zayed,131,2021,11,4,5,25.54,22782.77,2039.53,26.04,22813.55,2047.92,1.0,4008600.0,1.59,6916716.96
Studio,Cairo,130,2021,11,1,1,26.9,24125.06,2180.31,26.46,22831.55,2216.35,1.0,1404000.0,1.62,2065417.39
Villa,Sheikh Zayed,290,2021,11,7,8,25.76,22291.57,1985.52,25.71,22418.36,2083.46,1.0,8874000.0,1.58,15046481.83
Villa,New Cairo,332,2021,11,7,8,26.36,23084.13,2136.74,25.54,22782.77,2039.53,1.0,10756800.0,1.6,17403046.61
Apartment,Sheikh Zayed,140,2021,11,1,1,25.67,23216.26,2051.86,26.9,24125.06,2180.31,1.0,2380000.0,1.59,3829024.29
Apartment,Cairo,332,2021,11,5,4,25.69,23836.18,2059.55,25.76,22291.57,1985.52,1.0,3984000.0,1.6,6138696.52
Villa,6th October,330,2021,11,7,8,25.85,23396.91,2157.5,26.36,23084.13,2136.74,1.0,8316000.0,1.6,13691126.59
Apartment,New Cairo,167,2021,11,3,2,26.21,23000.21,2131.79,25.67,23216.26,2051.86,1.0,3006000.0,1.6,4946281.27
Studio,Cairo,167,2021,11,1,1,26.51,22973.68,2069.02,25.69,23836.18,2059.55,1.0,1803600.0,1.6,2703506.14
Apartment,New Cairo,314,2021,11,5,4,25.65,23388.43,2084.95,25.85,23396.91,2157.5,1.0,5652000.0,1.59,9331784.99
Apartment,New Cairo,205,2021,11,5,5,26.49,23687.62,2130.47,26.21,23000.21,2131.79,1.0,3690000.0,1.61,5657804.36
Villa,Sheikh Zayed,313,2021,11,7,7,26.01,23010.61,2087.15,26.51,22973.68,2069.02,1.0,9577800.0,1.59,15848578.15
Apartment,North Coast,132,2021,11,3,2,25.85,22822.16,2044.59,25.65,23388.43,2084.95,1.0,2640000.0,1.59,4288800.86
Apartment,North Coast,315,2021,11,5,4,26.22,24120.42,2122.53,26.49,23687.62,2130.47,1.0,6300000.0,1.61,10578240.58
Studio,New Cairo,97,2021,11,1,1,26.66,24263.2,2168.17,26.01,23010.61,2087.15,1.0,1571400.0,1.62,2297815.71
Apartment,Sheikh Zayed,157,2021,11,3,3,26.21,23300.85,2133.18,25.85,22822.16,2044.59,1.0,2669000.0,1.6,3954790.16
Apartment,Sheikh Zayed,308,2021,11,5,4,25.59,22899.52,2043.99,26.22,24120.42,2122.53,1.0,5236000.0,1.59,8875596.68
Studio,6th October,176,2021,11,1,1,26.03,22442.08,2093.77,26.66,24263.2,2168.17,1.0,2217600.0,1.59,3440658.38
Apartment,New Cairo,95,2021,11,1,1,26.25,23144.94,2001.85,26.21,23300.85,2133.18,1.0,1710000.0,1.59,2909288.14
Apartment,6th October,77,2021,11,1,1,25.67,23439.76,2163.49,25.59,22899.52,2043.99,1.0,1078000.0,1.6,1573237.26
Apartment,Cairo,69,2021,11,1,1,26.11,22090.58,2075.54,26.03,22442.08,2093.77,1.0,828000.0,1.59,1383788.05
Apartment,New Cairo,114,2021,11,2,1,25.62,23109.52,2054.83,26.25,23144.94,2001.85,1.0,2052000.0,1.59,2991082.86
Apartment,Sheikh Zayed,155,2021,11,3,3,26.3,23492.65,2049.13,25.67,23439.76,2163.49,1.0,2635000.0,1.6,4190220.13
Studio,New Cairo,67,2021,11,1,1,26.72,23703.62,2178.86,26.11,22090.58,2075.54,1.0,1085400.0,1.61,1904134.3
Apartment,New Cairo,237,2021,11,5,5,25.95,22647.11,2148.78,25.62,23109.52,2054.83,1.0,4266000.0,1.59,6223245.64
Apartment,New Cairo,171,2021,11,2,1,26.36,23021.29,2089.75,26.3,23492.65,2049.13,1.0,3078000.0,1.6,4772773.23
Apartment,North Coast,293,2021,11,5,5,26.51,22944.0,2068.53,26.72,23703.62,2178.86,1.0,5860000.0,1.6,9398359.5
Apartment,New Cairo,71,2021,11,2,2,25.79,23887.29,2090.3,25.95,22647.11,2148.78,1.0,1278000.0,1.6,2209877.12
Studio,6th October,97,2021,11,1,1,26.22,23886.73,2094.32,26.36,23021.29,2089.75,1.0,1222200.0,1.61,1896832.13
Apartment,Cairo,69,2021,11,1,1,26.58,23474.97,2166.08,26.51,22944.0,2068.53,1.0,828000.0,1.61,1413910.46
Villa,6th October,242,2021,11,6,7,26.83,23431.87,2134.96,25.79,23887.29,2090.3,1.0,6098400.0,1.61,10242841.41
Apartment,6th October,156,2021,11,4,3,25.88,22934.44,2083.72,26.22,23886.73,2094.32,1.0,2184000.0,1.59,3343392.83
Apartment,North Coast,395,2021,11,5,5,25.46,22571.58,2106.35,26.58,23474.97,2166.08,1.0,7900000.0,1.59,12127419.98
Apartment,Cairo,338,2021,11,5,4,26.32,22218.33,2036.99,26.83,23431.87,2134.96,1.0,4056000.0,1.59,6039815.82
Apartment,Cairo,208,2021,11,4,4,26.14,23091.3,2091.56,25.88,22934.44,2083.72,1.0,2496000.0,1.6,4139725.61
Apartment,6th October,152,2021,11,2,2,26.05,24037.4,2111.97,25.46,22571.58,2106.35,1.0,2128000.0,1.61,3461656.41
Apartment,Cairo,204,2021,11,4,3,25.78,23034.85,2067.43,26.32,22218.33,2036.99,1.0,2448000.0,1.59,3627092.78
Apartment,6th October,126,2021,11,2,1,26.48,22931.97,2138.14,26.14,23091.3,2091.56,1.0,1764000.0,1.6,2892069.35
Villa,North Coast,265,2021,11,6,6,25.75,23004.39,2098.56,26.05,24037.4,2111.97,1.0,9540000.0,1.59,15188050.3
Apartment,New Cairo,121,2021,11,1,1,25.71,22744.91,2129.47,25.78,23034.85,2067.43,1.0,2178000.0,1.59,3182899.03
Apartment,North Coast,361,2021,11,5,4,25.99,22495.05,2085.58,26.48,22931.97,2138.14,1.0,7220000.0,1.59,12514300.88
Apartment,6th October,104,2021,11,3,3,26.52,22700.42,2024.39,25.75,23004.39,2098.56,1.0,1456000.0,1.59,2475359.77
Studio,Sheikh Zayed,159,2021,11,1,1,25.38,22708.91,1991.71,25.71,22744.91,2129.47,1.0,2432700.0,1.58,3514993.64
Apartment,6th October,322,2021,11,5,4,25.56,22047.66,2101.01,25.99,22495.05,2085.58,1.0,4508000.0,1.58,7742344.61
Villa,6th October,190,2021,11,5,6,25.66,22837.54,2091.98,26.52,22700.42,2024.39,1.0,4788000.0,1.59,8245046.97
Villa,Sheikh Zayed,144,2021,11,3,4,27.06,23489.19,2141.89,25.38,22708.91,1991.71,1.0,4406400.0,1.61,6455223.11
Apartment,6th October,380,2021,11,5,5,26.22,23468.72,2103.2,25.56,22047.66,2101.01,1.0,5320000.0,1.6,8013901.31
Apartment,Cairo,265,2021,11,4,4,25.56,22699.1,2045.53,25.66,22837.54,2091.98,1.0,3180000.0,1.58,5243854.8
Villa,6th October,244,2021,11,5,5,26.02,22483.28,2068.7,27.06,23489.19,2141.89,1.0,6148800.0,1.59,10615981.98
Apartment,New Cairo,367,2021,11,5,5,26.47,23314.33,2096.38,26.22,23468.72,2103.2,1.0,6606000.0,1.6,11271683.7
Villa,North Coast,246,2021,12,6,6,27.09,24068.19,2140.64,25.56,22699.1,2045.53,1.0,8856000.0,1.62,13709335.81
Villa,New Cairo,278,2021,12,6,6,25.33,22399.16,2072.44,26.02,22483.28,2068.7,1.0,9007200.0,1.58,12910615.55
Villa,Cairo,128,2021,12,3,3,25.56,23584.57,2074.3,26.47,23314.33,2096.38,1.0,2764800.0,1.6,4386459.15
Apartment,North Coast,325,2021,12,5,4,25.93,23024.92,2080.37,27.09,24068.19,2140.64,1.0,6500000.0,1.59,9513170.45
Villa,Cairo,180,2021,12,4,4,25.96,22799.48,2132.61,25.33,22399.16,2072.44,1.0,3888000.0,1.59,5882468.68
Villa,Sheikh Zayed,107,2021,12,4,5,25.95,22663.27,2141.08,25.56,23584.57,2074.3,1.0,3274200.0,1.59,5362653.98
Villa,Cairo,357,2021,12,7,8,26.06,23127.79,2169.93,25.93,23024.92,2080.37,1.0,7711200.0,1.6,12328503.03
Apartment,North Coast,313,2021,12,5,4,27.13,23520.6,2147.29,25.96,22799.48,2132.61,1.0,6260000.0,1.61,9853999.03
Apartment,Sheikh Zayed,89,2021,12,1,1,25.49,22102.6,2048.53,25.95,22663.27,2141.08,1.0,1513000.0,1.58,2593420.3
Apartment,Sheikh Zayed,354,2021,12,5,5,26.21,23899.79,2107.21,26.06,23127.79,2169.93,1.0,6018000.0,1.61,9073889.64
Apartment,6th October,346,2021,12,5,5,26.41,23038.0,2093.2,27.13,23520.6,2147.29,1.0,4844000.0,1.6,7726954.02
Villa,North Coast,141,2021,12,4,5,25.41,23496.72,2069.72,25.49,22102.6,2048.53,1.0,5076000.0,1.59,8202632.17
Villa,6th October,138,2021,12,4,5,26.86,22882.76,2163.21,26.21,23899.79,2107.21,1.0,3477600.0,1.61,5384654.74
Villa,Sheikh Zayed,376,2021,12,7,8,26.07,23513.6,2108.6,26.41,23038.0,2093.2,1.0,11505600.0,1.6,19179461.21
Studio,New Cairo,233,2021,12,1,1,25.61,23480.91,2072.23,25.41,23496.72,2069.72,1.0,3774600.0,1.59,6460628.41
Apartment,6th October,375,2021,12,5,4,26.93,24098.99,2178.2,26.86,22882.76,2163.21,1.0,5250000.0,1.62,8571076.37
Apartment,North Coast,77,2021,12,1,1,26.5,23448.41,2208.65,26.07,23513.6,2108.6,1.0,1540000.0,1.61,2618719.42
Apartment,New Cairo,154,2021,12,4,3,25.89,23442.55,2059.05,25.61,23480.91,2072.23,1.0,2772000.0,1.6,4036310.34
Apartment,North Coast,131,2021,12,2,2,26.53,23497.47,2143.04,26.93,24098.99,2178.2,1.0,2620000.0,1.61,3919756.69
Villa,6th October,161,2021,12,5,6,26.36,22665.65,2108.56,26.5,23448.41,2208.65,1.0,4057200.0,1.6,6424916.73
Apartment,Cairo,253,2021,12,5,5,25.4,22908.41,2027.99,25.89,23442.55,2059.05,1.0,3036000.0,1.58,5215678.97
Apartment,North Coast,204,2021,12,5,5,25.46,22182.88,2036.85,26.53,23497.47,2143.04,1.0,4080000.0,1.58,6479894.43
Apartment,Cairo,273,2021,12,4,4,26.35,22561.53,2097.1,26.36,22665.65,2108.56,1.0,3276000.0,1.59,5151091.86
Apartment,6th October,208,2021,12,3,3,25.3,22789.06,2143.58,25.4,22908.41,2027.99,1.0,2912000.0,1.59,4716995.28
Villa,6th October,97,2021,12,3,4,26.69,23049.89,2182.19,25.46,22182.88,2036.85,1.0,2444400.0,1.61,3632025.09
Villa,New Cairo,237,2021,12,5,6,25.5,23545.6,2030.42,26.35,22561.53,2097.1,1.0,7678800.0,1.59,12600328.35
Studio,New Cairo,265,2021,12,1,1,26.66,24170.42,2160.05,25.3,22789.06,2143.58,1.0,4293000.0,1.62,6375257.12
Apartment,North Coast,390,2021,12,5,4,26.91,24825.01,2097.05,26.69,23049.89,2182.19,1.0,7800000.0,1.62,12847655.38
Villa,Cairo,61,2021,12,3,4,26.45,22542.38,2091.13,25.5,23545.6,2030.42,1.0,1317600.0,1.59,2190952.72
Apartment,6th October,154,2021,12,4,4,24.36,21616.8,2083.84,26.66,24170.42,2160.05,1.0,2156000.0,1.56,3312298.79
Villa,Sheikh Zayed,354,2021,12,7,8,26.77,23820.43,2237.78,26.91,24825.01,2097.05,1.0,10832400.0,1.62,18965017.27
Apartment,Cairo,337,2021,12,5,4,26.0,22840.84,2005.21,26.45,22542.38,2091.13,1.0,4044000.0,1.59,5977381.41
Villa,Sheikh Zayed,285,2021,12,7,8,26.19,22733.99,2111.1,24.36,21616.8,2083.84,1.0,8721000.0,1.59,12993028.4
Studio,Cairo,395,2021,12,1,1,25.85,22734.62,2113.0,26.77,23820.43,2237.78,1.0,4266000.0,1.59,6812390.83
Apartment,North Coast,81,2021,12,2,1,27.07,23498.31,2139.73,26.0,22840.84,2005.21,1.0,1620000.0,1.61,2838049.79
Villa,North Coast,358,2021,12,7,8,26.32,23491.49,2123.07,26.19,22733.99,2111.1,1.0,12888000.0,1.6,20223919.76
Apartment,North Coast,83,2021,12,1,1,26.03,22109.93,2081.37,25.85,22734.62,2113.0,1.0,1660000.0,1.59,2856375.49
Studio,New Cairo,91,2021,12,1,1,26.91,23658.91,2176.86,27.07,23498.31,2139.73,1.0,1474200.0,1.61,2472238.13
Apartment,North Coast,329,2021,12,5,5,26.68,23245.91,2117.1,26.32,23491.49,2123.07,1.0,6580000.0,1.61,11158762.07
Apartment,Cairo,232,2021,12,3,2,25.68,22444.57,2112.05,26.03,22109.93,2081.37,1.0,2784000.0,1.59,4804724.11
