listing_date,area,area_tier,region,property_type,size_sqm,bedrooms,bathrooms,floor,compound,standalone,sea_view,balcony,parking_spot,elevator,finishing_level,furnishing_level,property_age_years,distance_to_cbd_km,price_per_sqm_egp,price_egp,price_usd_est,estimated_rent_egp_month
2024-12-04,Haram,Standard,Urban,Penthouse,120,5,5,14,0,0,0,1,0,1,Fully Finished,Unfurnished,14,9.1,19304,2316524,46330,12741
2025-03-25,Maadi,Premium,Urban,Chalet,121,3,2,2,0,0,0,1,1,0,Semi Finished,Fully Furnished,6,11.9,43427,5254634,105093,28900
2025-06-01,Sheikh Zayed,Premium,Urban,Apartment,258,2,2,2,1,0,0,0,1,1,Fully Finished,Unfurnished,7,30.9,22859,5897495,117950,38334
2025-03-07,Nasr City,Standard,Urban,Chalet,131,4,3,2,0,0,0,1,0,0,Luxury Finished,Partly Furnished,12,10.4,35172,4607486,92150,25341
2025-02-06,Maadi,Premium,Urban,Penthouse,302,2,2,13,0,0,0,1,0,1,Luxury Finished,Unfurnished,15,15.0,23699,7156947,143139,39363
2025-06-06,Haram,Standard,Urban,Chalet,285,3,3,4,0,0,0,1,1,0,Fully Finished,Unfurnished,10,6.6,15481,4412131,88243,24267
2025-03-16,6th of October,Standard,Urban,Penthouse,320,3,3,10,1,0,0,1,1,1,Semi Finished,Partly Furnished,8,35.5,20027,6408701,128174,35248
2024-01-06,Ain Sokhna,Premium,Coastal,Apartment,68,2,2,1,0,0,0,1,1,1,Fully Finished,Unfurnished,1,118.9,56061,3812163,76243,24779
2024-12-02,Nasr City,Standard,Urban,Villa,300,4,4,3,0,1,0,1,0,0,Luxury Finished,Fully Furnished,7,9.5,37406,11446173,228923,62954
2025-06-28,Haram,Standard,Urban,Chalet,237,4,3,4,0,0,0,0,0,0,Semi Finished,Partly Furnished,0,7.6,18336,4345601,86912,23901
2024-02-27,6th of October,Standard,Urban,Chalet,328,4,3,1,1,0,0,1,0,0,Fully Finished,Fully Furnished,8,33.1,31233,10244410,204888,56344
2024-03-26,Alexandria,Standard,Urban,Apartment,127,2,1,11,0,0,0,1,0,1,Fully Finished,Partly Furnished,11,224.1,21490,2729285,54586,17740
2025-08-05,Heliopolis,Premium,Urban,Villa,326,6,6,3,1,1,0,1,1,0,Semi Finished,Partly Furnished,16,10.6,48711,16197344,323947,89085
2024-10-05,6th of October,Standard,Urban,Chalet,88,4,3,3,1,0,0,1,0,0,Fully Finished,Unfurnished,7,33.7,31788,2797349,55947,15385
2025-10-05,Sheikh Zayed,Premium,Urban,Duplex,229,2,3,4,1,0,0,1,1,0,Fully Finished,Partly Furnished,4,35.1,29040,6650130,133003,43226
2024-08-07,North Coast,Premium,Coastal,Apartment,320,1,2,6,0,0,0,1,1,1,Semi Finished,Unfurnished,3,229.5,37855,12113581,242272,78738
2025-01-22,North Coast,Premium,Coastal,Duplex,97,5,4,5,0,0,0,1,0,0,Semi Finished,Fully Furnished,0,217.5,52030,5046862,100937,32805
2025-09-22,Heliopolis,Premium,Urban,Villa,461,7,6,1,0,1,0,0,0,0,Semi Finished,Unfurnished,13,9.0,41349,19443222,388864,106938
2024-10-23,Heliopolis,Premium,Urban,Penthouse,140,3,3,15,0,0,0,1,0,1,Luxury Finished,Unfurnished,25,13.4,45616,6386174,127723,35124
2025-05-06,North Coast,Premium,Coastal,Penthouse,283,5,4,14,0,0,1,1,0,1,Luxury Finished,Partly Furnished,8,276.0,71853,20334289,406686,111839
2025-04-06,6th of October,Standard,Urban,Villa,382,7,6,2,1,0,0,1,1,0,Luxury Finished,Unfurnished,5,39.6,32295,12583523,251670,69209
2024-11-26,North Coast,Premium,Coastal,Villa,99,7,6,3,0,0,1,1,1,0,Fully Finished,Unfurnished,15,202.4,120000,12117600,242352,66647
2024-02-26,Maadi,Premium,Urban,Chalet,395,4,3,2,0,0,0,0,1,0,Core & Shell,Unfurnished,10,15.1,11135,4398514,87970,24192
2026-03-02,New Cairo,Premium,Urban,Chalet,118,3,2,2,0,0,0,0,1,0,Luxury Finished,Unfurnished,13,24.2,35762,4219879,84398,23209
2026-03-04,Alexandria,Standard,Urban,Penthouse,229,3,2,15,0,0,1,1,0,1,Fully Finished,Partly Furnished,18,198.2,26977,6177812,123556,33978
2024-12-25,Maadi,Premium,Urban,Duplex,66,4,4,6,1,0,0,1,1,1,Fully Finished,Unfurnished,23,14.7,30910,2040067,40801,13260
2024-09-23,Haram,Standard,Urban,Apartment,90,1,1,10,0,0,0,1,1,1,Luxury Finished,Unfurnished,8,9.6,18462,1661563,33231,10800
2025-03-08,Haram,Standard,Urban,Villa,219,4,4,1,0,0,0,1,1,0,Semi Finished,Fully Furnished,14,7.7,15526,3468168,69363,19075
2024-08-15,Ain Sokhna,Premium,Coastal,Villa,415,6,6,2,1,0,0,1,0,0,Semi Finished,Unfurnished,7,85.8,80683,34153315,683066,187843
2024-01-12,Ain Sokhna,Premium,Coastal,Villa,283,6,6,3,1,1,1,1,1,0,Semi Finished,Partly Furnished,6,98.5,102454,29574463,591489,162660
2024-09-13,New Cairo,Premium,Urban,Apartment,76,1,1,12,0,0,0,1,1,1,Fully Finished,Fully Furnished,11,26.7,29541,2245080,44902,14593
2026-01-01,North Coast,Premium,Coastal,Penthouse,222,3,3,10,0,0,1,1,1,1,Fully Finished,Unfurnished,1,160.5,104311,23156964,463139,127363
2024-10-05,Maadi,Premium,Urban,Chalet,473,4,3,1,1,0,0,1,1,0,Luxury Finished,Partly Furnished,8,13.2,38025,17985906,359718,98922
2024-05-17,Haram,Standard,Urban,Apartment,283,2,2,8,0,0,0,1,0,1,Luxury Finished,Unfurnished,10,8.7,9318,2636891,52738,17140
2024-07-17,Heliopolis,Premium,Urban,Penthouse,337,2,2,15,0,0,0,0,1,1,Luxury Finished,Unfurnished,24,12.5,23130,7794715,155894,42871
2025-03-20,Nasr City,Standard,Urban,Duplex,301,3,3,7,0,0,0,1,0,0,Semi Finished,Unfurnished,19,8.7,14010,4216987,84340,27410
2024-01-16,New Cairo,Premium,Urban,Duplex,465,2,2,4,1,0,0,1,1,1,Fully Finished,Unfurnished,13,24.8,27137,12618674,252373,82021
2025-12-31,Maadi,Premium,Urban,Apartment,81,2,2,11,1,0,0,1,1,1,Semi Finished,Partly Furnished,4,16.1,35964,2913118,58262,18935
2025-09-02,Sheikh Zayed,Premium,Urban,Villa,329,6,6,2,1,0,0,0,1,0,Fully Finished,Fully Furnished,0,29.3,62156,20858414,417168,114721
2025-07-08,Nasr City,Standard,Urban,Chalet,286,2,1,1,0,0,0,0,1,0,Fully Finished,Unfurnished,8,11.0,37534,10734682,214694,59041
2026-03-27,Ain Sokhna,Premium,Coastal,Penthouse,454,2,2,14,1,0,0,1,1,1,Core & Shell,Partly Furnished,6,108.9,58829,26708372,534167,146896
2025-08-09,Maadi,Premium,Urban,Chalet,117,3,3,2,0,0,0,1,1,0,Luxury Finished,Unfurnished,13,13.9,52296,6118600,122372,33652
2024-09-09,Sheikh Zayed,Premium,Urban,Villa,344,6,6,2,0,1,0,1,0,0,Semi Finished,Fully Furnished,14,33.2,47349,16613810,332276,91376
2025-12-08,6th of October,Standard,Urban,Penthouse,98,3,3,15,0,0,0,1,0,1,Luxury Finished,Partly Furnished,6,31.4,25855,2533826,50677,13936
2024-06-25,Ain Sokhna,Premium,Coastal,Penthouse,216,4,4,12,0,0,1,1,1,1,Fully Finished,Fully Furnished,0,123.5,99565,21505974,430119,118283
2024-06-30,Nasr City,Standard,Urban,Chalet,86,2,2,4,0,0,0,1,0,0,Luxury Finished,Unfurnished,3,8.9,25239,2170584,43412,11938
2025-04-02,North Coast,Premium,Coastal,Duplex,80,4,4,4,1,0,0,1,1,0,Fully Finished,Fully Furnished,0,192.1,73532,5882599,117652,38237
2025-01-07,Heliopolis,Premium,Urban,Chalet,143,4,3,1,1,0,0,1,0,0,Semi Finished,Unfurnished,17,12.4,39454,5641866,112837,31030
2025-01-29,6th of October,Standard,Urban,Apartment,446,2,1,1,1,0,0,1,0,0,Semi Finished,Unfurnished,0,30.1,9737,4342715,86854,28228
2025-12-25,New Cairo,Premium,Urban,Villa,439,6,5,3,0,1,0,1,1,0,Fully Finished,Fully Furnished,14,29.9,42801,19165335,383307,105409
2024-10-10,6th of October,Standard,Urban,Apartment,340,2,2,12,0,0,0,1,1,1,Core & Shell,Unfurnished,8,34.5,11783,4006333,80127,26041
2025-12-29,Sheikh Zayed,Premium,Urban,Duplex,267,2,2,7,0,0,0,1,0,0,Luxury Finished,Unfurnished,7,31.6,29096,7768638,155373,50496
2024-07-22,Alexandria,Standard,Urban,Apartment,152,2,1,9,0,0,0,1,0,1,Fully Finished,Unfurnished,20,202.6,25353,3853580,77072,25048
2024-10-12,North Coast,Premium,Coastal,Chalet,233,4,3,4,1,0,1,1,1,0,Fully Finished,Unfurnished,9,242.9,88890,20711356,414227,113912
2024-10-14,6th of October,Standard,Urban,Penthouse,487,3,3,15,1,0,0,1,1,1,Fully Finished,Unfurnished,0,39.3,17945,8738990,174780,48064
2025-05-19,North Coast,Premium,Coastal,Duplex,437,2,2,1,1,0,0,1,0,1,Semi Finished,Fully Furnished,19,235.6,46505,20322674,406453,132097
2024-06-23,Alexandria,Standard,Urban,Apartment,441,1,1,8,0,0,0,1,0,1,Core & Shell,Unfurnished,3,165.7,10765,4747522,94950,30859
2025-03-17,Nasr City,Standard,Urban,Duplex,68,2,2,2,0,0,0,1,1,0,Fully Finished,Unfurnished,21,9.3,21070,1432738,28655,9313
2026-02-06,Alexandria,Standard,Urban,Duplex,378,4,4,4,0,0,0,1,1,1,Fully Finished,Partly Furnished,17,220.8,14930,5643406,112868,36682
2025-01-07,Heliopolis,Premium,Urban,Penthouse,445,3,3,10,1,0,0,1,1,1,Fully Finished,Partly Furnished,6,15.6,36495,16240181,324804,89321
2025-12-24,New Cairo,Premium,Urban,Penthouse,333,5,5,15,1,0,0,1,1,1,Fully Finished,Unfurnished,7,29.0,37492,12484954,249699,68667
2025-02-03,Alexandria,Standard,Urban,Apartment,161,2,1,6,0,0,0,1,0,1,Semi Finished,Unfurnished,6,177.7,18015,2900388,58008,18853
2024-12-29,6th of October,Standard,Urban,Apartment,460,1,1,6,1,0,0,1,0,1,Luxury Finished,Unfurnished,5,38.4,15533,7144968,142899,46442
2025-08-18,Alexandria,Standard,Urban,Duplex,207,4,4,3,0,0,0,1,1,0,Fully Finished,Unfurnished,5,223.9,29313,6067747,121355,39440
2024-09-06,Haram,Standard,Urban,Villa,412,6,6,1,0,0,0,0,1,0,Luxury Finished,Unfurnished,12,5.4,20923,8792847,175857,48361
2024-08-17,New Cairo,Premium,Urban,Apartment,292,1,1,8,1,0,0,1,1,1,Fully Finished,Unfurnished,4,31.7,23450,6847428,136949,44508
2024-03-13,New Cairo,Premium,Urban,Penthouse,175,2,2,15,0,0,0,1,0,1,Fully Finished,Partly Furnished,5,24.4,32522,5691395,113828,31303
2024-09-01,Maadi,Premium,Urban,Villa,233,6,5,2,1,1,0,1,1,0,Fully Finished,Partly Furnished,6,14.3,70081,16655345,333107,91604
2024-11-18,Sheikh Zayed,Premium,Urban,Villa,165,6,6,1,1,1,0,1,1,0,Fully Finished,Fully Furnished,11,24.6,85641,14413325,288266,79273
2024-08-21,New Cairo,Premium,Urban,Chalet,376,4,3,4,1,0,0,1,0,0,Fully Finished,Unfurnished,5,25.1,38584,14507446,290149,79791
2024-05-29,Maadi,Premium,Urban,Apartment,321,1,1,11,0,0,0,1,0,1,Semi Finished,Partly Furnished,0,8.8,14656,4704606,94092,30580
2024-09-26,Sheikh Zayed,Premium,Urban,Duplex,323,4,4,7,0,0,0,0,1,0,Fully Finished,Unfurnished,8,32.0,23307,7528205,150564,48933
2024-06-29,Sheikh Zayed,Premium,Urban,Duplex,377,4,4,7,1,0,0,0,1,0,Fully Finished,Partly Furnished,5,29.9,22511,8486799,169736,55164
2025-06-10,Ain Sokhna,Premium,Coastal,Chalet,143,2,2,4,1,0,0,1,0,0,Luxury Finished,Partly Furnished,9,110.6,107824,15418875,308378,84804
2024-07-08,Nasr City,Standard,Urban,Villa,81,5,6,2,0,0,0,1,0,0,Semi Finished,Unfurnished,5,7.6,33170,2740473,54809,15073
2024-05-12,6th of October,Standard,Urban,Apartment,247,1,1,9,1,0,0,1,1,1,Semi Finished,Unfurnished,9,31.0,15715,3881685,77634,25231
2025-12-28,Sheikh Zayed,Premium,Urban,Duplex,146,3,3,6,1,0,0,1,1,1,Fully Finished,Fully Furnished,4,24.3,51004,7446567,148931,48403
2024-10-04,Alexandria,Standard,Urban,Penthouse,302,4,4,11,0,0,1,1,0,1,Core & Shell,Fully Furnished,12,175.9,21330,6441639,128833,35429
2025-01-27,North Coast,Premium,Coastal,Penthouse,178,2,2,15,1,0,1,1,0,1,Semi Finished,Unfurnished,8,210.8,87942,15653762,313075,86096
2024-07-14,Ain Sokhna,Premium,Coastal,Chalet,359,4,3,1,1,0,1,0,1,0,Fully Finished,Partly Furnished,9,138.1,62584,22467730,449355,123573
2026-01-02,Sheikh Zayed,Premium,Urban,Chalet,209,3,2,3,1,0,0,1,0,0,Fully Finished,Unfurnished,1,28.2,36249,7576035,151521,41668
2025-03-13,North Coast,Premium,Coastal,Apartment,118,1,1,10,1,0,0,1,0,1,Luxury Finished,Partly Furnished,10,211.1,65261,7700829,154017,50055
2026-04-12,Haram,Standard,Urban,Chalet,94,4,3,1,0,0,0,1,0,0,Semi Finished,Fully Furnished,18,8.7,23060,2167643,43353,11922
2024-08-16,Maadi,Premium,Urban,Apartment,450,1,1,7,0,0,0,1,0,1,Semi Finished,Unfurnished,7,13.6,26487,11919251,238385,77475
2024-10-24,Heliopolis,Premium,Urban,Villa,83,4,5,1,1,1,0,1,1,0,Fully Finished,Partly Furnished,0,13.6,73942,6259958,125199,34430
2025-08-20,Heliopolis,Premium,Urban,Duplex,279,5,4,8,1,0,0,1,1,1,Luxury Finished,Unfurnished,11,11.4,34951,9751259,195025,63383
2025-09-24,Nasr City,Standard,Urban,Duplex,211,2,2,1,0,0,0,1,1,0,Fully Finished,Partly Furnished,12,10.7,14222,3000847,60017,19506
2024-01-19,New Cairo,Premium,Urban,Chalet,155,4,3,3,1,0,0,0,1,0,Semi Finished,Unfurnished,7,23.5,36787,5702016,114040,31361
2026-02-18,Haram,Standard,Urban,Penthouse,413,3,3,12,0,0,0,1,0,1,Luxury Finished,Unfurnished,11,7.1,20561,8491600,169832,46704
2025-04-05,Sheikh Zayed,Premium,Urban,Villa,479,5,5,3,1,1,0,1,0,0,Luxury Finished,Unfurnished,9,25.4,46631,22783032,455661,125307
2024-02-03,Haram,Standard,Urban,Chalet,430,3,3,1,0,0,0,1,0,0,Fully Finished,Partly Furnished,5,9.0,21589,9283439,185669,51059
2025-02-06,Maadi,Premium,Urban,Penthouse,327,2,2,14,0,0,0,1,0,1,Fully Finished,Unfurnished,19,13.9,25605,8372730,167455,46050
2024-09-08,Sheikh Zayed,Premium,Urban,Penthouse,458,4,4,10,0,0,0,0,1,1,Fully Finished,Fully Furnished,0,34.9,49893,22851161,457023,125681
2025-11-28,Ain Sokhna,Premium,Coastal,Villa,487,6,6,3,1,1,1,1,1,0,Fully Finished,Partly Furnished,4,121.0,120000,59608800,1192176,327848
2025-12-22,Sheikh Zayed,Premium,Urban,Penthouse,384,3,3,10,1,0,0,1,0,1,Fully Finished,Partly Furnished,12,28.3,45150,17337633,346753,95357
2024-10-13,Alexandria,Standard,Urban,Duplex,440,4,4,3,0,0,0,0,1,1,Semi Finished,Unfurnished,4,193.9,14337,6308305,126166,41004
2024-03-01,North Coast,Premium,Coastal,Apartment,143,1,1,2,1,0,0,1,1,0,Luxury Finished,Unfurnished,0,220.0,57234,8184453,163689,53199
2024-03-26,Ain Sokhna,Premium,Coastal,Apartment,438,1,1,6,1,0,0,1,1,1,Fully Finished,Unfurnished,6,108.2,43654,19120610,382412,124284
2024-12-04,6th of October,Standard,Urban,Penthouse,320,4,4,11,1,0,0,1,0,1,Semi Finished,Partly Furnished,10,33.2,22459,7186835,143737,39528
2025-01-18,New Cairo,Premium,Urban,Duplex,499,3,3,8,1,0,0,1,1,1,Fully Finished,Unfurnished,7,25.2,27585,13765098,275302,89473
2025-05-16,Ain Sokhna,Premium,Coastal,Chalet,69,3,3,4,1,0,1,1,0,0,Fully Finished,Unfurnished,5,78.7,69469,4793349,95867,26363
2026-02-02,Maadi,Premium,Urban,Villa,152,6,5,1,0,0,0,0,0,0,Luxury Finished,Unfurnished,11,16.3,64506,10001081,200022,55006
2026-03-08,Alexandria,Standard,Urban,Apartment,192,1,1,10,0,0,0,1,0,1,Semi Finished,Unfurnished,12,187.2,19029,3653634,73073,23749
2025-01-08,North Coast,Premium,Coastal,Chalet,60,2,1,3,0,0,0,0,0,0,Luxury Finished,Unfurnished,5,275.9,74831,4489887,89798,24694
2024-10-06,Maadi,Premium,Urban,Duplex,343,4,4,5,1,0,0,1,0,1,Semi Finished,Unfurnished,15,14.0,20813,7139020,142780,46404
2024-02-03,Heliopolis,Premium,Urban,Penthouse,263,3,3,13,0,0,0,1,1,1,Fully Finished,Fully Furnished,6,11.7,45893,12069796,241396,66384
2024-12-30,North Coast,Premium,Coastal,Duplex,371,3,2,7,1,0,0,0,1,1,Semi Finished,Unfurnished,7,239.5,36236,13443736,268875,87384
2024-10-09,Maadi,Premium,Urban,Duplex,310,3,3,7,1,0,0,0,1,1,Core & Shell,Partly Furnished,20,14.7,25827,8006421,160128,52042
2025-07-01,Sheikh Zayed,Premium,Urban,Villa,352,7,6,2,1,0,0,0,1,0,Fully Finished,Unfurnished,2,29.1,52049,18687647,373753,102782
2026-01-06,New Cairo,Premium,Urban,Chalet,257,3,2,2,0,0,0,1,0,0,Luxury Finished,Unfurnished,6,34.7,51673,13279845,265597,73039
2024-07-31,Heliopolis,Premium,Urban,Chalet,384,4,3,2,0,0,0,1,0,0,Semi Finished,Partly Furnished,14,10.2,25664,9854992,197100,54202
2024-06-07,6th of October,Standard,Urban,Duplex,335,2,2,2,1,0,0,0,1,1,Luxury Finished,Unfurnished,9,30.9,21723,7277239,145545,47302
2024-02-04,North Coast,Premium,Coastal,Chalet,358,4,3,1,1,0,1,1,1,0,Fully Finished,Fully Furnished,0,230.1,95688,34256404,685128,188410
2025-10-07,Sheikh Zayed,Premium,Urban,Apartment,365,1,1,2,1,0,0,1,0,1,Core & Shell,Fully Furnished,7,38.7,15440,5635442,112709,36630
2024-01-06,North Coast,Premium,Coastal,Chalet,237,4,3,1,0,0,1,0,0,0,Luxury Finished,Partly Furnished,13,267.6,56851,13473600,269472,74105
2024-03-17,Maadi,Premium,Urban,Duplex,210,3,3,3,0,0,0,1,0,1,Semi Finished,Fully Furnished,16,16.2,21465,4507584,90152,29299
2024-10-20,Nasr City,Standard,Urban,Villa,293,3,3,2,0,1,0,1,1,0,Fully Finished,Fully Furnished,5,10.6,48203,14406066,288121,79233
2024-06-08,North Coast,Premium,Coastal,Villa,400,6,6,2,1,0,1,1,1,0,Semi Finished,Fully Furnished,6,225.3,115696,47203803,944076,259621
2024-02-22,North Coast,Premium,Coastal,Penthouse,411,2,2,13,0,0,1,1,1,1,Fully Finished,Partly Furnished,1,219.9,52446,21555176,431104,118553
2026-01-30,Heliopolis,Premium,Urban,Villa,252,5,5,1,0,1,0,1,1,0,Fully Finished,Partly Furnished,24,11.2,51692,13287035,265741,73079
2024-09-12,Ain Sokhna,Premium,Coastal,Villa,486,7,6,1,1,1,1,1,1,0,Fully Finished,Fully Furnished,12,115.4,103881,51495776,1029916,283227
2024-03-25,Haram,Standard,Urban,Apartment,135,1,1,6,0,0,0,1,1,1,Semi Finished,Fully Furnished,9,7.1,9849,1329631,26593,8643
2024-07-26,Alexandria,Standard,Urban,Duplex,348,4,3,3,0,0,0,1,1,1,Luxury Finished,Unfurnished,19,165.6,19455,6770298,135406,44007
2025-11-30,6th of October,Standard,Urban,Penthouse,363,4,4,12,0,0,0,1,0,1,Core & Shell,Fully Furnished,8,37.2,16407,5955808,119116,32757
2026-03-20,Alexandria,Standard,Urban,Villa,279,7,6,1,0,0,0,1,1,0,Semi Finished,Unfurnished,2,205.5,32058,9123115,182462,50177
2025-07-12,Sheikh Zayed,Premium,Urban,Apartment,220,1,1,5,1,0,0,0,1,1,Semi Finished,Fully Furnished,11,26.6,23383,5144269,102885,33438
2024-05-03,Alexandria,Standard,Urban,Penthouse,132,3,3,10,0,0,1,1,0,1,Semi Finished,Fully Furnished,6,169.6,25765,3400927,68019,18705
2024-09-27,Nasr City,Standard,Urban,Villa,440,6,6,2,0,0,0,0,0,0,Fully Finished,Unfurnished,0,11.5,55414,24869791,497396,136784
2024-01-08,Nasr City,Standard,Urban,Chalet,141,4,3,3,0,0,0,1,0,0,Luxury Finished,Unfurnished,16,11.8,38130,5376322,107526,29570
2026-01-28,Ain Sokhna,Premium,Coastal,Chalet,424,4,3,2,1,0,1,1,0,0,Fully Finished,Fully Furnished,10,105.8,79869,33864566,677291,186255
2024-07-07,New Cairo,Premium,Urban,Apartment,272,1,1,11,1,0,0,1,0,1,Fully Finished,Unfurnished,4,17.9,17494,4758442,95169,30930
2025-10-02,New Cairo,Premium,Urban,Duplex,258,3,3,5,1,0,0,1,1,1,Fully Finished,Unfurnished,0,22.8,39975,10313640,206273,67039
2025-04-13,Heliopolis,Premium,Urban,Chalet,375,3,3,1,1,0,0,0,0,0,Fully Finished,Partly Furnished,20,9.8,33305,12489523,249790,68692
2026-01-05,New Cairo,Premium,Urban,Apartment,283,1,1,12,1,0,0,1,1,1,Semi Finished,Fully Furnished,10,24.5,27765,7857405,157148,51073
2025-03-16,Haram,Standard,Urban,Chalet,414,2,2,2,0,0,0,1,1,0,Fully Finished,Unfurnished,12,8.3,18042,7469307,149386,41081
2024-10-28,Haram,Standard,Urban,Villa,489,3,3,3,0,1,0,1,0,0,Semi Finished,Partly Furnished,10,9.6,26931,13432477,268650,73879
2025-05-01,6th of October,Standard,Urban,Penthouse,341,5,5,14,1,0,0,1,1,1,Luxury Finished,Fully Furnished,7,36.0,16986,5792097,115842,31857
2024-04-13,Sheikh Zayed,Premium,Urban,Duplex,176,2,3,2,0,0,0,0,1,0,Core & Shell,Unfurnished,5,30.7,16211,2853211,57064,18546
2024-02-18,Alexandria,Standard,Urban,Duplex,192,4,3,7,0,0,0,1,0,1,Luxury Finished,Partly Furnished,18,219.8,26579,5103090,102062,33170
2024-03-24,Heliopolis,Premium,Urban,Duplex,287,5,4,8,0,0,0,1,1,0,Fully Finished,Fully Furnished,12,13.3,26983,7744108,154882,50337
2026-01-08,Ain Sokhna,Premium,Coastal,Villa,423,6,6,2,1,0,1,0,1,0,Fully Finished,Fully Furnished,5,101.8,120000,51775200,1035504,284764
2025-07-20,Heliopolis,Premium,Urban,Chalet,395,3,3,2,1,0,0,1,0,0,Luxury Finished,Fully Furnished,8,11.8,54718,21613487,432270,118874
2025-05-22,Alexandria,Standard,Urban,Duplex,262,3,3,3,0,0,0,1,1,1,Core & Shell,Unfurnished,13,99.4,10833,2838199,56764,18448
2024-10-19,Nasr City,Standard,Urban,Penthouse,200,5,4,13,0,0,0,1,0,1,Fully Finished,Partly Furnished,19,10.4,22794,4558871,91177,25074
2024-03-13,Sheikh Zayed,Premium,Urban,Penthouse,432,4,3,15,0,0,0,0,1,1,Fully Finished,Fully Furnished,6,31.4,31937,13796704,275934,75882
2025-07-29,6th of October,Standard,Urban,Villa,479,4,4,1,1,1,0,0,1,0,Fully Finished,Fully Furnished,7,32.9,35144,17170586,343412,94438
2025-04-15,Sheikh Zayed,Premium,Urban,Apartment,136,2,1,9,1,0,0,1,0,1,Core & Shell,Partly Furnished,4,28.8,19486,2650055,53001,17225
2025-10-23,Alexandria,Standard,Urban,Chalet,322,2,2,3,0,0,1,1,1,0,Fully Finished,Partly Furnished,4,166.3,27208,8760841,175217,48185
2025-07-26,Haram,Standard,Urban,Penthouse,218,5,5,12,0,0,0,1,1,1,Luxury Finished,Unfurnished,26,8.2,17104,3728569,74571,20507
2025-03-03,North Coast,Premium,Coastal,Apartment,485,1,1,11,1,0,0,1,1,1,Semi Finished,Partly Furnished,8,224.4,45323,21981470,439629,142880
2025-10-16,Haram,Standard,Urban,Duplex,143,3,2,8,0,0,0,0,0,1,Semi Finished,Unfurnished,18,8.5,11893,1700661,34013,11054
2025-05-16,Maadi,Premium,Urban,Apartment,231,2,2,6,1,0,0,1,0,1,Semi Finished,Fully Furnished,0,14.1,17178,3968111,79362,25793
2024-04-09,Haram,Standard,Urban,Chalet,200,4,3,3,0,0,0,1,1,0,Fully Finished,Partly Furnished,16,9.1,17689,3537844,70757,19458
2025-10-16,Maadi,Premium,Urban,Penthouse,273,4,4,12,0,0,0,1,1,1,Semi Finished,Fully Furnished,18,15.9,26691,7286563,145731,40076
2024-01-23,Alexandria,Standard,Urban,Villa,68,4,3,2,0,0,1,0,1,0,Semi Finished,Fully Furnished,8,213.3,49521,3434764,68695,18891
2025-06-13,North Coast,Premium,Coastal,Villa,180,6,6,2,1,1,1,0,1,0,Fully Finished,Unfurnished,6,254.6,75610,13882007,277640,76351
2024-08-31,Haram,Standard,Urban,Apartment,213,1,1,3,0,0,0,1,1,1,Semi Finished,Partly Furnished,5,9.3,13668,2911197,58224,18923
2026-04-06,Nasr City,Standard,Urban,Villa,211,7,6,1,0,1,0,1,1,0,Fully Finished,Partly Furnished,5,10.5,44511,9579680,191594,52688
2025-05-10,Ain Sokhna,Premium,Coastal,Villa,404,4,4,2,1,0,1,1,1,0,Fully Finished,Unfurnished,8,128.2,90490,37289306,745786,205091
2024-12-24,6th of October,Standard,Urban,Duplex,498,5,4,5,1,0,0,1,1,1,Semi Finished,Unfurnished,4,26.3,16742,8337341,166747,54193
2025-10-05,Sheikh Zayed,Premium,Urban,Apartment,178,2,2,1,1,0,0,1,0,1,Core & Shell,Unfurnished,0,33.3,22358,3979787,79596,25869
2024-05-13,New Cairo,Premium,Urban,Penthouse,202,3,2,15,1,0,0,1,1,1,Fully Finished,Partly Furnished,13,26.7,27806,5616830,112337,30893
2024-03-31,Ain Sokhna,Premium,Coastal,Chalet,197,4,3,3,1,0,0,0,0,0,Fully Finished,Partly Furnished,12,137.3,66990,13197096,263942,72584
2024-02-20,Alexandria,Standard,Urban,Apartment,317,1,1,7,0,0,0,1,0,1,Fully Finished,Fully Furnished,12,271.7,19743,6258455,125169,40680
2024-02-18,Ain Sokhna,Premium,Coastal,Penthouse,205,4,3,14,1,0,0,1,0,0,Luxury Finished,Unfurnished,5,131.3,74395,15251072,305021,83881
2026-02-08,6th of October,Standard,Urban,Duplex,277,5,4,5,1,0,0,1,1,1,Core & Shell,Fully Furnished,6,33.1,17420,4825339,96507,31365
2025-01-12,Haram,Standard,Urban,Penthouse,95,5,5,12,0,0,0,1,0,0,Fully Finished,Unfurnished,11,9.6,24200,2298970,45979,12644
2025-03-30,Heliopolis,Premium,Urban,Apartment,223,1,1,2,0,0,0,1,1,1,Semi Finished,Partly Furnished,13,12.1,30932,6897734,137955,44835
2024-11-30,Alexandria,Standard,Urban,Apartment,438,1,1,12,0,0,0,1,0,1,Semi Finished,Unfurnished,10,232.6,10824,4740706,94814,30815
2025-11-06,Alexandria,Standard,Urban,Duplex,328,4,4,1,0,0,0,1,1,1,Core & Shell,Fully Furnished,16,216.2,9838,3226723,64534,20974
2025-10-28,Sheikh Zayed,Premium,Urban,Duplex,64,3,2,6,1,0,0,1,1,0,Core & Shell,Unfurnished,22,21.8,30024,1921516,38430,12490
2025-06-15,Heliopolis,Premium,Urban,Villa,126,5,5,1,1,0,0,1,0,0,Luxury Finished,Partly Furnished,1,14.3,68473,8800093,176002,48401
