listing_id;area_m2;bedrooms;bathrooms;property_type;city;district;compound;latitude;longitude;month;year;price_per_m2;price;distance_to_center;luxury_score;project_avg_price;num_listings_in_project;target_price;material_costs_iron;material_costs_cement;usd_to_egp_rate;price_usd
6293;181;2;2;Chalet;Cairo;Maadi;Madinaty;30.85535574;30.28107407;2;2025;13714;2482234;51.43846628;0.87;2371215;429;2482234;37500;3600;50.49095833;49161.95061
6294;332;4;1;Chalet;Giza;Maadi;Madinaty;31.30172239;30.29764589;3;2025;24947;8282404;80.94058089;0.61;8654610;551;8282404;37500;3600;50.609;163654.765
6295;353;1;2;Chalet;Alexandria;Nasr City;Palm Hills;31.44629006;30.19071491;4;2024;20582;7265446;48.27245074;0.26;8573254;204;7265446;37500;3600;47.82165385;151927.9535
6296;266;4;1;Apartment;Alexandria;Sheikh Zayed;;31.30263735;31.42955384;7;2026;15739;4186574;29.01099355;0.16;4537020;178;4186574;37500;3600;;
6297;169;1;3;Apartment;North Coast;Nasr City;Rehab;31.45275169;30.34186399;2;2024;11198;1892462;37.21416404;0.68;1805201;553;1892462;37500;3600;30.89584;61252.97127
6298;337;2;3;Chalet;Alexandria;Maadi;Marassi;31.12097045;29.98905761;12;2024;19617;6610929;11.09111813;0.34;6318452;170;6610929;37500;3600;50.57423077;130717.3416
6299;115;3;1;Villa;North Coast;Sheikh Zayed;Rehab;31.30816585;30.99024267;8;2025;27010;3106150;28.7518213;0.42;3015450;162;3106150;37500;3600;48.49023077;64057.23278
6300;116;2;3;Villa;Cairo;6th October;Palm Hills;30.63546762;30.66194642;6;2026;35836;4156976;23.01345065;0.68;4020607;89;4156976;37500;3600;;
6301;350;5;3;Chalet;Cairo;Nasr City;Palm Hills;30.38724641;29.55541933;7;2026;10983;3844050;56.00628012;0.8;3617165;149;3844050;37500;3600;;
6302;173;1;3;Apartment;Cairo;New Cairo;Madinaty;31.49950807;30.19779255;4;2026;29401;5086373;117.4738761;0.56;5212658;102;5086373;37500;3600;54.578;93194.56558
6303;367;3;3;Apartment;Giza;6th October;Beverly Hills;29.96619184;29.59548107;1;2026;8189;3005363;81.75782487;0.86;3365746;186;3005363;37500;3600;47.23857692;63620.94703
6304;257;2;2;Apartment;Alexandria;6th October;Madinaty;31.42893769;31.41760194;2;2026;13415;3447655;23.55998334;0.84;3568452;124;3447655;37500;3600;47.20795833;73031.22443
6305;380;3;2;Apartment;Alexandria;Maadi;Marassi;30.53248631;31.87756205;10;2024;32922;12510360;109.0673079;0.55;11255991;363;12510360;37500;3600;48.57340741;257555.7423
6306;238;4;2;Villa;Alexandria;Maadi;Rehab;29.83805163;30.75042525;6;2024;19586;4661468;19.69215683;0.08;5039285;458;4661468;37500;3600;47.71948;97684.80294
6307;278;1;2;Chalet;North Coast;6th October;Palm Hills;31.16512793;30.89541487;1;2026;12166;3382148;63.58133931;0.69;3402498;468;3382148;37500;3600;47.23857692;71597.16106
6308;336;5;1;Chalet;North Coast;Nasr City;Madinaty;30.55516837;31.61271088;10;2025;22971;7718256;77.01105593;0.38;8087681;495;7718256;37500;3600;47.58140741;162211.5953
6309;75;4;3;Chalet;Cairo;Sheikh Zayed;Rehab;31.15776643;29.54741413;7;2024;31380;2353500;44.06071198;0.78;2548526;509;2353500;37500;3600;48.17374074;48854.41661
6310;120;3;3;Villa;Alexandria;Nasr City;Palm Hills;29.876188;29.90581015;8;2025;13362;1603440;95.87402804;0.07;1579499;290;1603440;37500;3600;48.49023077;33067.27921
6311;113;2;1;Apartment;Giza;Nasr City;Rehab;31.45604905;31.13589411;8;2024;29988;3388644;17.00242053;0.46;3252467;155;3388644;37500;3600;48.92444444;69262.79978
6312;227;1;1;Apartment;Giza;6th October;Beverly Hills;30.94076452;31.35435003;2;2025;13009;2953043;63.63314599;0.42;3386140;427;2953043;37500;3600;50.49095833;58486.57062
6313;85;5;2;Villa;Cairo;Nasr City;Mountain View;29.88159351;31.06549448;11;2026;10603;901255;41.25753013;0.19;1031444;316;901255;37500;3600;;
6314;395;2;2;Villa;North Coast;Sheikh Zayed;Mountain View;29.80789952;31.84811225;4;2024;35226;13914270;2.286141285;0.55;15081861;459;13914270;37500;3600;47.82165385;290961.7063
6315;124;5;3;Chalet;North Coast;6th October;Madinaty;30.80980269;30.48091965;9;2026;32649;4048476;56.86361564;0.53;3776825;160;4048476;37500;3600;;
6316;159;1;1;Chalet;North Coast;Nasr City;Mountain View;31.46004881;30.88770602;6;2025;23618;3755262;48.5841577;0.48;4088463;118;3755262;37500;3600;49.96068;75164.34924
6317;133;3;3;Villa;Cairo;Maadi;;30.69079913;31.89100918;7;2026;36522;4857426;22.42408509;0.33;4726548;550;4857426;37500;3600;;
6318;251;5;1;Villa;Cairo;Heliopolis;Palm Hills;30.40162045;31.74910008;5;2024;19608;4921608;46.2211335;0.92;5307459;95;4921608;37500;3600;47.291;104070.7111
6319;230;1;2;Villa;Alexandria;Nasr City;Madinaty;31.39617409;29.57700686;11;2026;29982;6895860;20.97017071;0.79;6095357;106;6895860;37500;3600;;
6320;332;5;3;Apartment;Alexandria;Heliopolis;Rehab;31.47272114;30.38034981;9;2024;13728;4557696;53.48227273;0.84;3657192;435;4557696;37500;3600;48.46972;94031.82028
6321;246;2;3;Chalet;Alexandria;Heliopolis;Marassi;31.13362417;31.34748718;4;2025;38483;9466818;51.3340658;0.28;8044803;113;9466818;37500;3600;50.99584;185639.0247
6322;82;5;1;Villa;Giza;Heliopolis;;31.02045508;29.50219246;7;2025;14091;1155462;74.05523888;0.96;1202073;134;1155462;37500;3600;49.29022222;23442.01239
6323;240;2;3;Villa;Giza;6th October;;29.80350829;31.65746856;8;2024;26845;6442800;33.83736682;0.33;6257047;214;6442800;37500;3600;48.92444444;131688.7718
6324;386;2;2;Apartment;Alexandria;6th October;Mountain View;30.33326051;30.75527359;6;2026;19489;7522754;24.5971766;0.1;7079781;278;7522754;37500;3600;;
6325;167;1;3;Villa;Giza;Heliopolis;Mountain View;31.37279962;29.71649829;1;2026;34209;5712903;86.03254517;0.82;6592224;426;5712903;37500;3600;47.23857692;120937.2376
6326;394;4;1;Chalet;Giza;Maadi;;30.42583087;30.60615864;6;2026;33672;13266768;94.52231971;0.04;11535651;461;13266768;37500;3600;;
6327;221;5;3;Apartment;North Coast;6th October;Madinaty;30.36878527;30.73155524;7;2024;38788;8572148;7.107206089;0.97;9837362;220;8572148;37500;3600;48.17374074;177942.3368
6328;361;3;2;Villa;North Coast;Heliopolis;Palm Hills;30.71320712;30.41732492;4;2024;24599;8880239;63.17678208;0.11;8869925;436;8880239;37500;3600;47.82165385;185694.937
6329;265;2;1;Chalet;Cairo;Heliopolis;Mountain View;30.56123681;30.63577983;11;2024;19828;5254420;58.12258911;0.14;6253662;572;5254420;37500;3600;49.38453846;106398.0785
6330;137;4;1;Chalet;North Coast;New Cairo;Rehab;31.25995639;31.72849008;1;2024;14084;1929508;53.12852027;0.03;1783871;532;1929508;37500;3600;30.88973077;62464.38386
6331;75;2;2;Apartment;Alexandria;6th October;Palm Hills;29.93888332;30.31016399;7;2025;19654;1474050;3.711135562;0.11;1662430;580;1474050;37500;3600;49.29022222;29905.52555
6332;386;4;1;Chalet;North Coast;Nasr City;Mountain View;30.9198739;31.90229178;3;2024;22112;8535232;65.57233481;0.23;8592417;81;8535232;37500;3600;44.53108;191669.0994
6333;155;4;1;Apartment;Giza;Sheikh Zayed;Beverly Hills;30.98522332;31.21755549;6;2024;14971;2320505;76.98082181;0.79;2080299;249;2320505;37500;3600;47.71948;48628.04456
6334;206;3;3;Chalet;Giza;Nasr City;Beverly Hills;31.2961917;31.7400375;6;2024;39407;8117842;98.6772006;0.01;9282217;417;8117842;37500;3600;47.71948;170115.894
6335;61;4;1;Villa;Alexandria;6th October;Mountain View;30.50683349;30.02244743;3;2024;26118;1593198;93.40715843;0.85;1629854;147;1593198;37500;3600;44.53108;35777.21448
6336;69;3;3;Apartment;Alexandria;Heliopolis;;30.30150908;30.72961282;2;2026;28844;1990236;26.67423503;0.3;2229928;303;1990236;37500;3600;47.20795833;42158.90859
6337;184;1;2;Chalet;North Coast;New Cairo;Rehab;30.86515347;30.91355164;5;2025;12236;2251424;111.9480174;0.89;2364116;463;2251424;37500;3600;50.23519231;44817.6646
6338;140;2;2;Apartment;North Coast;Nasr City;;31.03237262;29.71321166;12;2024;27779;3889060;10.59698087;0.42;3222449;458;3889060;37500;3600;50.57423077;76898.05541
6339;199;3;2;Chalet;North Coast;Sheikh Zayed;Mountain View;30.09066477;30.73410265;10;2024;22965;4570035;66.52720206;0.71;4763358;556;4570035;37500;3600;48.57340741;94085.12278
6340;385;2;2;Apartment;Cairo;Heliopolis;;30.06887816;31.65238456;3;2024;21777;8384145;27.49180974;0.15;6761594;317;8384145;37500;3600;44.53108;188276.2556
6341;209;5;1;Villa;Cairo;Nasr City;Palm Hills;30.24812534;29.63048451;3;2025;21226;4436234;82.15607142;0.54;4865320;513;4436234;37500;3600;50.609;87657.01753
6342;347;1;1;Apartment;Alexandria;Maadi;Marassi;30.22145945;31.10576648;8;2025;10202;3540094;97.78888866;0.33;3234734;495;3540094;37500;3600;48.49023077;73006.33434
6343;399;5;3;Apartment;North Coast;New Cairo;Marassi;31.07611198;31.9718894;10;2025;14043;5603157;97.82291094;0.26;5492933;411;5603157;37500;3600;47.58140741;117759.3792
6344;188;5;3;Villa;Giza;6th October;Mountain View;30.70219442;30.81856715;4;2024;13681;2572028;32.78640297;0.68;2192679;408;2572028;37500;3600;47.82165385;53783.75261
6345;298;4;3;Chalet;Cairo;Nasr City;Madinaty;30.73124445;30.25841869;5;2026;32727;9752646;49.61583011;0.9;8306437;123;9752646;37500;3600;;
6346;117;4;1;Villa;Alexandria;Nasr City;Palm Hills;29.82499368;30.9623638;8;2026;22413;2622321;44.03229791;0.63;2824884;414;2622321;37500;3600;;
6347;257;5;3;Apartment;Cairo;Nasr City;Marassi;31.49023779;30.85359336;1;2026;35339;9082123;11.84829298;0.88;7572896;450;9082123;37500;3600;47.23857692;192260.724
6348;270;4;1;Villa;North Coast;Nasr City;Madinaty;31.21064313;29.76289772;7;2025;13000;3510000;96.12510616;0.38;3496352;437;3510000;37500;3600;49.29022222;71210.87797
6349;104;2;2;Villa;Giza;Sheikh Zayed;Marassi;30.55422964;30.03572909;5;2026;39308;4088032;42.24987145;0.66;4303734;389;4088032;37500;3600;;
6350;156;4;1;Apartment;Giza;Maadi;Madinaty;29.91369977;31.1735051;2;2025;29210;4556760;50.94716427;0.1;4373922;323;4556760;37500;3600;50.49095833;90249.02974
6351;338;5;2;Apartment;Alexandria;Heliopolis;Mountain View;30.98028957;30.98140165;2;2026;25095;8482110;81.89103466;0.95;8515725;582;8482110;37500;3600;47.20795833;179675.4255
6352;82;4;3;Villa;Cairo;Maadi;Beverly Hills;30.70957844;30.36080037;8;2026;21129;1732578;75.6289788;0.71;2018429;538;1732578;37500;3600;;
6353;394;4;1;Apartment;North Coast;New Cairo;;30.95181614;31.94632086;10;2024;32766;12909804;100.5642837;0.53;14147406;157;12909804;37500;3600;48.57340741;265779.2543
6354;103;3;3;Chalet;North Coast;New Cairo;Madinaty;30.95188172;31.11192162;4;2024;24196;2492188;53.41352712;0.87;2752020;299;2492188;37500;3600;47.82165385;52114.21604
6355;86;3;3;Chalet;Giza;Sheikh Zayed;Mountain View;30.06304842;30.07702034;2;2026;13035;1121010;106.773408;0.71;1279655;502;1121010;37500;3600;47.20795833;23746.20805
6356;341;5;2;Chalet;Giza;Maadi;Beverly Hills;30.35897675;30.67795315;10;2024;13088;4463008;118.6187254;0.45;4254709;250;4463008;37500;3600;48.57340741;91881.71549
6357;156;2;3;Chalet;North Coast;New Cairo;;29.83019209;31.27898044;10;2024;21618;3372408;42.96931876;0.57;2980636;215;3372408;37500;3600;48.57340741;69429.10082
6358;95;1;1;Villa;North Coast;6th October;Madinaty;31.4698468;31.1799648;11;2024;26507;2518165;20.48910416;0.56;2093592;256;2518165;37500;3600;49.38453846;50990.95949
6359;168;1;3;Villa;Cairo;Maadi;;31.17099134;30.11582164;8;2024;23327;3918936;20.95995411;0.66;4308979;128;3918936;37500;3600;48.92444444;80101.79869
6360;114;5;2;Villa;Alexandria;Nasr City;Madinaty;31.37897455;31.11961915;12;2026;9841;1121874;47.03694748;0.76;1016100;187;1121874;37500;3600;;
6361;251;2;2;Apartment;Cairo;Maadi;;29.87502208;30.33218863;6;2024;21631;5429381;50.19439237;0.38;5311326;318;5429381;37500;3600;47.71948;113777.0361
6362;278;2;3;Villa;Cairo;6th October;;30.65058989;30.64376152;9;2024;20398;5670644;115.503357;0.77;5077908;212;5670644;37500;3600;48.46972;116993.5374
6363;244;2;2;Villa;North Coast;Nasr City;Madinaty;31.07063738;31.17287392;5;2024;38339;9354716;102.9074811;0.28;9691301;221;9354716;37500;3600;47.291;197811.7612
6364;128;3;3;Apartment;Cairo;Maadi;;29.97629807;30.9524852;1;2025;34120;4367360;116.966414;0.38;3865168;596;4367360;37500;3600;50.47022222;86533.40143
6365;376;5;2;Apartment;Cairo;Nasr City;Palm Hills;31.12104783;31.28182627;12;2024;13608;5116608;69.57682286;0.37;5403934;471;5116608;37500;3600;50.57423077;101170.2585
6366;189;1;3;Apartment;Cairo;Nasr City;Marassi;30.90075386;30.45459382;3;2025;19848;3751272;5.366748398;0.08;4086523;85;3751272;37500;3600;50.609;74122.62641
6367;114;2;3;Chalet;Giza;Sheikh Zayed;;31.47442402;31.38000143;5;2026;25160;2868240;41.1147482;0.19;2413841;556;2868240;37500;3600;;
6368;156;5;1;Villa;Alexandria;6th October;;30.03947186;29.53916693;10;2024;31035;4841460;103.3971842;0.98;5630182;250;4841460;37500;3600;48.57340741;99673.05689
6369;395;1;1;Villa;Alexandria;Sheikh Zayed;;30.86977139;29.96991851;12;2024;21676;8562020;64.94647067;0.5;9807094;382;8562020;37500;3600;50.57423077;169296.0994
6370;146;3;3;Villa;Giza;Maadi;Madinaty;31.41012842;31.93305983;5;2025;26994;3941124;74.81510786;0.22;4665659;402;3941124;37500;3600;50.23519231;78453.44705
6371;353;4;1;Apartment;North Coast;Heliopolis;Mountain View;31.064238;29.71681823;7;2026;22642;7992626;74.40699127;0.38;6959313;599;7992626;37500;3600;;
6372;178;1;1;Villa;North Coast;Nasr City;Madinaty;30.37145156;31.15475777;5;2025;25350;4512300;116.8775191;0.45;5310914;250;4512300;37500;3600;50.23519231;89823.48415
6373;267;1;2;Chalet;Alexandria;Maadi;Palm Hills;30.00272642;31.79189377;9;2025;37559;10028253;64.58933825;0.47;12004011;186;10028253;37500;3600;48.24915385;207843.0853
6374;393;1;1;Villa;Alexandria;Maadi;Palm Hills;31.43840305;31.64886627;8;2024;16997;6679821;84.3165099;0.44;6384557;425;6679821;37500;3600;48.92444444;136533.4053
6375;213;4;2;Villa;North Coast;Heliopolis;Beverly Hills;29.92223632;31.78188853;5;2024;8060;1716780;12.56945012;0.79;1439081;109;1716780;37500;3600;47.291;36302.4677
6376;94;2;1;Apartment;Cairo;Sheikh Zayed;;31.45778638;31.95977227;6;2024;33217;3122398;54.13317519;0.36;3615334;566;3122398;37500;3600;47.71948;65432.35593
6377;138;4;1;Chalet;Alexandria;Maadi;Palm Hills;30.31596989;30.39318392;7;2024;16889;2330682;107.0142864;0.59;2031093;458;2330682;37500;3600;48.17374074;48380.75608
6378;126;1;3;Villa;Cairo;6th October;Madinaty;31.26252889;30.32539512;7;2025;31113;3920238;86.72216327;0.45;3735315;406;3920238;37500;3600;49.29022222;79533.78628
6379;93;3;1;Apartment;Alexandria;Nasr City;Madinaty;30.74233002;29.80215491;9;2026;35108;3265044;57.15455117;0.46;3271993;338;3265044;37500;3600;;
6380;156;1;3;Chalet;Giza;New Cairo;Madinaty;31.3514039;30.00372562;3;2026;38039;5934084;88.47171017;0.94;5947837;414;5934084;37500;3600;51.898;114341.2848
6381;228;3;3;Chalet;Alexandria;Heliopolis;;30.52525218;31.13219585;11;2026;16486;3758808;15.88106634;0.33;3966756;433;3758808;37500;3600;;
6382;228;5;3;Apartment;Giza;6th October;Marassi;31.24466674;30.32786983;5;2024;28363;6466764;96.77324788;0.13;5764298;124;6466764;37500;3600;47.291;136744.0739
6383;210;3;3;Apartment;Cairo;New Cairo;Madinaty;30.20525463;30.35286876;7;2024;25962;5452020;96.83594687;0.38;5082834;107;5452020;37500;3600;48.17374074;113174.1051
6384;130;1;1;Apartment;North Coast;Heliopolis;Rehab;30.59346058;31.11480962;6;2025;29990;3898700;93.85258019;0.13;3666030;499;3898700;37500;3600;49.96068;78035.36701
6385;62;4;3;Apartment;Cairo;New Cairo;;31.23871417;29.76155472;4;2026;8374;519188;66.22341373;0.82;473801;534;519188;37500;3600;54.578;9512.770713
6386;373;1;1;Apartment;Cairo;Sheikh Zayed;Palm Hills;30.00121485;29.63986231;4;2024;32550;12141150;5.359703745;0.23;14537406;389;12141150;37500;3600;47.82165385;253883.9422
6387;91;1;1;Apartment;Cairo;New Cairo;Madinaty;31.0386783;31.50709899;5;2024;25443;2315313;97.43411127;0.56;2648305;597;2315313;37500;3600;47.291;48958.85052
6388;346;5;2;Villa;Giza;Nasr City;;30.54268211;31.47461331;3;2026;27522;9522612;7.065502796;0.2;10842214;559;9522612;37500;3600;51.898;183487.0708
6389;141;2;2;Apartment;Alexandria;Sheikh Zayed;Beverly Hills;30.67246543;30.46272731;5;2025;33730;4755930;115.7402846;0.06;4535167;68;4755930;37500;3600;50.23519231;94673.2715
6390;102;1;2;Apartment;North Coast;6th October;Marassi;30.78435427;30.98266931;12;2026;33999;3467898;77.51789774;0.32;3538246;473;3467898;37500;3600;;
6391;164;5;3;Chalet;Cairo;6th October;Mountain View;30.26862215;30.09519844;2;2024;35817;5873988;2.912120654;0.99;4852399;133;5873988;37500;3600;30.89584;190122.2948
6392;60;4;1;Chalet;Cairo;6th October;;29.96383223;30.41909399;8;2024;28182;1690920;13.66821468;0.97;1477259;142;1690920;37500;3600;48.92444444;34561.8641
6393;120;5;1;Chalet;Cairo;Heliopolis;Palm Hills;29.8317209;29.59100685;1;2024;38208;4584960;76.22448584;0.47;5469015;354;4584960;37500;3600;30.88973077;148429.9114
6394;329;5;3;Apartment;Giza;Maadi;Madinaty;30.53256758;30.18402015;2;2024;35037;11527173;119.7375294;0.38;11174891;71;11527173;37500;3600;30.89584;373097.8993
6395;239;3;2;Apartment;Giza;Sheikh Zayed;Madinaty;30.25708024;29.54094836;12;2025;13855;3311345;11.66146471;0.98;3287102;317;3311345;37500;3600;47.55866667;69626.53144
6396;283;2;2;Villa;Giza;Sheikh Zayed;Mountain View;30.87598113;30.56018951;8;2024;25121;7109243;9.066463916;0.43;7273318;474;7109243;37500;3600;48.92444444;145310.6536
6397;65;2;1;Villa;Alexandria;Sheikh Zayed;Marassi;31.01709439;30.79930812;12;2025;9768;634920;81.52096163;0.02;733952;459;634920;37500;3600;47.55866667;13350.24811
6398;162;4;1;Villa;Alexandria;Nasr City;Rehab;30.65636607;30.7383267;5;2026;28706;4650372;74.91246027;0.96;5377125;545;4650372;37500;3600;;
6399;69;5;1;Villa;Cairo;Sheikh Zayed;;30.85223424;30.35177754;2;2024;23773;1640337;104.3559941;0.84;1809795;104;1640337;37500;3600;30.89584;53092.48753
6400;130;4;2;Apartment;North Coast;Nasr City;Mountain View;30.75326841;30.01736515;7;2024;9051;1176630;103.635341;0.69;1209177;171;1176630;37500;3600;48.17374074;24424.71732
6401;149;4;1;Chalet;Giza;Heliopolis;Marassi;29.80778269;30.63585925;2;2024;8863;1320587;76.1723069;0.87;1344486;117;1320587;37500;3600;30.89584;42743.19779
6402;285;2;2;Apartment;Alexandria;6th October;Beverly Hills;31.23089327;31.67482285;3;2026;26088;7435080;36.68670921;0.15;7604055;341;7435080;37500;3600;51.898;143263.3242
6403;217;2;2;Apartment;Alexandria;Maadi;Marassi;29.9012563;31.95807498;3;2026;25134;5454078;83.23219944;0.23;6128959;241;5454078;37500;3600;51.898;105092.2579
6404;287;2;2;Apartment;North Coast;New Cairo;Beverly Hills;30.49757872;30.28181459;8;2025;25019;7180453;22.9277994;0.08;8596878;375;7180453;37500;3600;48.49023077;148080.4048
6405;185;1;3;Apartment;Giza;Maadi;;29.98873145;31.93607382;11;2025;15571;2880635;13.18409644;0.92;2516116;518;2880635;37500;3600;47.37608;60803.57429
6406;268;5;3;Chalet;Alexandria;Maadi;;30.92593371;30.58637878;2;2024;8102;2171336;83.62275497;0.33;2500277;118;2171336;37500;3600;30.89584;70279.235
6407;156;4;1;Chalet;North Coast;Heliopolis;Madinaty;30.3534992;31.03318045;7;2026;18435;2875860;51.49313747;0.93;3130226;427;2875860;37500;3600;;
6408;133;5;2;Villa;North Coast;Maadi;Beverly Hills;29.9209587;31.50928404;9;2024;9951;1323483;90.5789002;0.48;1259265;447;1323483;37500;3600;48.46972;27305.35683
6409;174;4;1;Apartment;Giza;New Cairo;Madinaty;29.87709979;30.39855063;10;2025;33551;5837874;10.30635646;0.72;5309429;235;5837874;37500;3600;47.58140741;122692.3355
6410;250;4;2;Villa;Giza;Nasr City;Palm Hills;30.20314098;30.02070654;5;2024;12642;3160500;119.0117432;0.75;2659550;87;3160500;37500;3600;47.291;66830.89806
6411;229;4;1;Chalet;Giza;6th October;Madinaty;30.93435009;30.18269109;1;2024;21901;5015329;62.21671608;0.3;4330773;320;5015329;37500;3600;30.88973077;162362.341
6412;366;4;1;Chalet;Cairo;Heliopolis;Beverly Hills;31.02097655;31.59654046;5;2025;35539;13007274;107.1864581;0.46;13361783;340;13007274;37500;3600;50.23519231;258927.5248
6413;263;3;3;Villa;Alexandria;New Cairo;Beverly Hills;30.01833171;31.83618699;3;2025;23267;6119221;58.23901815;0.9;5163095;411;6119221;37500;3600;50.609;120911.7153
6414;115;3;3;Chalet;North Coast;6th October;Madinaty;30.03649076;29.82121669;7;2024;19173;2204895;30.25358379;0.78;2358945;177;2204895;37500;3600;48.17374074;45769.64475
6415;267;1;3;Chalet;Cairo;Nasr City;Marassi;30.8084858;31.2362811;10;2024;24411;6517737;39.2906253;0.57;6659566;156;6517737;37500;3600;48.57340741;134183.2362
6416;100;2;3;Apartment;Giza;6th October;Madinaty;31.42735279;29.58726089;1;2026;15309;1530900;107.846842;0.41;1540312;437;1530900;37500;3600;47.23857692;32407.83486
6417;91;4;2;Apartment;Alexandria;Nasr City;Madinaty;30.73994881;31.6873851;7;2026;27962;2544542;84.37989148;0.98;2369949;372;2544542;37500;3600;;
6418;74;5;1;Chalet;Alexandria;New Cairo;;31.00996162;31.64206701;8;2024;36098;2671252;23.78477249;0.04;2797394;189;2671252;37500;3600;48.92444444;54599.5367
6419;121;3;1;Chalet;Cairo;New Cairo;Madinaty;30.77820714;31.43650707;3;2026;26263;3177823;42.76423874;0.77;2671431;127;3177823;37500;3600;51.898;61232.08987
6420;214;2;2;Villa;North Coast;6th October;;29.97822083;31.56095301;9;2026;20827;4456978;4.908851575;0.59;4816476;202;4456978;37500;3600;;
6421;343;1;2;Villa;Cairo;Heliopolis;Beverly Hills;31.40898882;31.01087374;8;2025;26288;9016784;77.34819015;0.92;10443381;476;9016784;37500;3600;48.49023077;185950.5277
6422;268;2;1;Chalet;Alexandria;6th October;;29.92237439;29.86826932;9;2025;18182;4872776;45.33753268;0.74;5223889;332;4872776;37500;3600;48.24915385;100991.9472
6423;379;4;3;Apartment;North Coast;Maadi;;31.09177924;31.78639499;12;2024;18735;7100565;7.511100059;0.15;8007198;541;7100565;37500;3600;50.57423077;140398.8729
6424;246;2;3;Apartment;Cairo;Maadi;Rehab;31.46489879;29.85255752;1;2025;33294;8190324;99.12662666;0.79;7229480;435;8190324;37500;3600;50.47022222;162280.3237
6425;189;4;3;Villa;Cairo;6th October;Rehab;30.34229525;30.06299736;8;2025;20312;3838968;52.43787561;0.33;3630221;482;3838968;37500;3600;48.49023077;79169.92638
6426;186;3;2;Apartment;Giza;Maadi;Palm Hills;30.09177142;30.58153341;9;2025;37318;6941148;89.93265615;0.34;7968850;259;6941148;37500;3600;48.24915385;143860.5125
6427;351;3;1;Apartment;Alexandria;6th October;Beverly Hills;30.7624964;30.74490817;3;2024;14167;4972617;72.47202971;0.49;4513684;388;4972617;37500;3600;44.53108;111666.2116
6428;173;4;2;Villa;Giza;Sheikh Zayed;Mountain View;31.15161316;29.74079451;6;2025;15734;2721982;56.95689992;0.63;2838760;574;2721982;37500;3600;49.96068;54482.48503
6429;258;5;1;Villa;Giza;Maadi;;31.41410758;31.40419658;4;2025;22666;5847828;13.44194223;0.01;6043467;297;5847828;37500;3600;50.99584;114672.6478
6430;72;3;3;Apartment;North Coast;6th October;Marassi;30.97924623;29.8432655;4;2025;9855;709560;75.90539679;0.96;717679;493;709560;37500;3600;50.99584;13914.07613
6431;330;5;3;Villa;North Coast;Sheikh Zayed;Palm Hills;30.3709843;31.1368997;6;2026;31152;10280160;67.24391682;0.63;11149193;187;10280160;37500;3600;;
6432;148;4;3;Chalet;Alexandria;Maadi;Marassi;30.64038847;30.62995182;5;2025;17443;2581564;118.5998297;0.41;2767530;573;2581564;37500;3600;50.23519231;51389.55146
6433;274;4;1;Villa;North Coast;New Cairo;;31.094041;31.52733965;8;2026;14862;4072188;70.34421797;0.66;4049827;448;4072188;37500;3600;;
6434;337;3;3;Chalet;Alexandria;6th October;Mountain View;31.13948512;30.2390103;7;2025;33353;11239961;65.54013569;0.68;12195635;348;11239961;37500;3600;49.29022222;228036.3223
6435;262;5;1;Chalet;North Coast;New Cairo;Mountain View;29.92654332;31.59131736;11;2024;20892;5473704;112.9667036;0.02;5657552;557;5473704;37500;3600;49.38453846;110838.4156
6436;133;4;2;Chalet;Giza;Heliopolis;Beverly Hills;30.84335742;30.13064993;12;2026;37451;4980983;58.05721887;0.1;5796202;256;4980983;37500;3600;;
6437;84;3;3;Villa;Alexandria;Maadi;Palm Hills;31.44452909;30.93585647;12;2024;15895;1335180;24.5849696;0.56;1439906;150;1335180;37500;3600;50.57423077;26400.40154
6438;160;4;2;Villa;Giza;Heliopolis;Rehab;31.13493639;30.71528091;12;2024;9013;1442080;47.76738629;0.41;1458054;206;1442080;37500;3600;50.57423077;28514.12623
6439;235;2;2;Villa;North Coast;Sheikh Zayed;;29.81244874;30.38144124;8;2026;29702;6979970;35.60756234;0.47;6498938;470;6979970;37500;3600;;
6440;176;2;1;Chalet;Giza;6th October;Rehab;30.18240067;29.52944453;10;2025;8156;1435456;61.37387916;0.21;1485009;570;1435456;37500;3600;47.58140741;30168.42246
6441;225;3;2;Villa;North Coast;Sheikh Zayed;Rehab;30.55651492;30.49462118;3;2024;26361;5931225;106.0601726;0.94;6977570;567;5931225;37500;3600;44.53108;133192.9295
6442;100;4;1;Apartment;Cairo;New Cairo;Madinaty;31.0006581;29.79590133;12;2024;31931;3193100;1.965178785;0.35;3803889;356;3193100;37500;3600;50.57423077;63136.89702
6443;179;3;1;Apartment;Giza;6th October;Madinaty;30.74391941;30.06289344;11;2024;29844;5342076;63.92302928;0.06;4809138;429;5342076;37500;3600;49.38453846;108173.047
6444;156;1;2;Villa;Alexandria;Heliopolis;Palm Hills;29.93145736;31.22075023;5;2024;9883;1541748;68.82437572;0.64;1350932;354;1541748;37500;3600;47.291;32601.29834
6445;204;3;1;Chalet;Giza;New Cairo;Madinaty;31.05505659;30.92822146;11;2024;36060;7356240;34.51280887;0.58;8060954;373;7356240;37500;3600;49.38453846;148958.3629
6446;275;3;1;Villa;Giza;New Cairo;Marassi;31.22581326;30.81769929;5;2026;20081;5522275;65.17638807;0.58;6369654;102;5522275;37500;3600;;
6447;288;2;1;Apartment;Alexandria;Sheikh Zayed;Palm Hills;30.1497883;30.91004196;2;2026;16958;4883904;107.4553159;0.07;5687662;548;4883904;37500;3600;47.20795833;103455.0989
